global_energy_metrics_global_experiment_results_total_energy_kwh,global_energy_metrics_local_process_results_total_energy_joules_process_0,compute_metrics_memory_gpu_max_memory_allocated_bytes,global_energy_metrics_local_process_results_total_energy_kwh_process_2,variables_batching_options_adaptive_max_tokens,inference_metrics_inference_performance_throughput_tokens_per_sec,global_energy_metrics_local_process_results_cpu_power_process_3,setup_available_gpu_count,global_energy_metrics_global_derived_quantities_joules_per_token,global_energy_metrics_local_process_results_total_energy_joules_process_2,variables_latency_simulation_simulate,setup_model,global_energy_metrics_local_process_results_gpu_energy_process_3,global_energy_metrics_global_experiment_results_cpu_power_avg,variables_sharding_config_fsdp_config_cpu_offload,global_energy_metrics_local_process_results_total_energy_joules_process_1,global_energy_metrics_per-process_emissions_2,variables_decoder_config_decoder_temperature,global_energy_metrics_global_experiment_results_ram_energy_total,variables_inference_type,inference_metrics_inference_performance_total_inference_time_sec,global_energy_metrics_global_experiment_results_total_energy_joules,variables_latency_simulation_simulate_burst,variables_quantisation_load_in_4bit,variables_max_output_tokens,variables_decoder_config_decoder_top_k,variables_max_input_tokens,setup_os,global_energy_metrics_local_process_results_gpu_energy_process_0,global_energy_metrics_local_process_results_total_energy_joules_process_3,global_energy_metrics_local_process_results_ram_power_process_3,variables_fp_precision,global_energy_metrics_local_process_results_gpu_energy_process_2,global_energy_metrics_local_process_results_ram_energy_process_1,variables_latency_simulation_burst_size,global_energy_metrics_per-process_emissions_3,compute_metrics_compute_utilisation_cpu_usage_percent,global_energy_metrics_local_process_results_ram_power_process_0,global_energy_metrics_local_process_results_total_energy_kwh_process_1,setup_date_time,compute_metrics_memory_gpu_current_memory_reserved_bytes,global_energy_metrics_global_derived_quantities_joules_per_flop,model_architecture_architecture,variables_decoder_config_decoding_mode,global_energy_metrics_local_process_results_cpu_energy_process_3,global_energy_metrics_local_process_results_cpu_power_process_0,compute_metrics_memory_gpu_current_memory_allocated_bytes,global_energy_metrics_per-process_emissions_0,setup_task_type,setup_experiment_id,setup_is_encoder_decoder,global_energy_metrics_local_process_results_ram_power_process_2,inference_metrics_inference_performance_throughput_queries_per_sec,global_energy_metrics_local_process_results_ram_power_process_1,global_energy_metrics_per-process_emissions_1,inference_metrics_raw_inference_metrics_total_generated_tokens,variables_quantisation_cached_flops_for_quantised_models,inference_metrics_raw_inference_metrics_number_input_prompts,compute_metrics_compute_utilisation_cpu_memory_usage_bytes,global_energy_metrics_local_process_results_gpu_power_process_0,compute_metrics_compute_utilisation_gpu_utilization_percent_2,variables_batching_options_batch_size___fixed_batching,global_energy_metrics_global_derived_quantities_tokens_per_joule,variables_batching_options_max_batch_size___adaptive_batching,variables_quantisation_quantization,global_energy_metrics_local_process_results_gpu_energy_process_1,variables_config_name,setup_gpu_model,global_energy_metrics_experiment_id,setup_region,global_energy_metrics_local_process_results_gpu_power_process_2,variables_accelerate_config_num_processes,setup_cpu_model,global_energy_metrics_local_process_results_total_energy_kwh_process_0,global_energy_metrics_local_process_results_total_energy_kwh_process_3,global_energy_metrics_global_experiment_results_ram_power_avg,variables_latency_simulation_burst_interval,global_energy_metrics_local_process_results_cpu_energy_process_2,compute_metrics_compute_utilisation_gpu_utilization_percent_1,compute_metrics_compute_utilisation_gpu_utilization_percent_3,variables_number_input_prompts,compute_metrics_flops,global_energy_metrics_local_process_results_cpu_power_process_1,compute_metrics_compute_utilisation_gpu_utilization_percent_0,setup_python_version,inference_metrics_inference_performance_average_latency_ms_per_batch,compute_metrics_memory_gpu_max_memory_reserved_bytes,setup_available_cpu_count,setup_country,global_energy_metrics_local_process_results_ram_energy_process_0,model_architecture_total_params,variables_batching_options_adaptive_batching,global_energy_metrics_local_process_results_ram_energy_process_2,global_energy_metrics_global_experiment_results_gpu_energy_total,variables_latency_simulation_delay_max,global_energy_metrics_local_process_results_cpu_energy_process_0,global_energy_metrics_local_process_results_cpu_energy_process_1,variables_query_rate,global_energy_metrics_local_process_results_ram_energy_process_3,global_energy_metrics_local_process_results_gpu_power_process_3,global_energy_metrics_local_process_results_gpu_power_process_1,inference_metrics_raw_inference_metrics_total_input_tokens,variables_sharding_config_fsdp_config_use_orig_params,variables_latency_simulation_delay_min,global_energy_metrics_global_derived_quantities_flops_per_joule,global_energy_metrics_global_experiment_results_gpu_power_avg,variables_backend,variables_quantisation_load_in_8bit,variables_decoder_config_decoder_top_p,global_energy_metrics_local_process_results_cpu_power_process_2,global_energy_metrics_global_experiment_results_cpu_energy_total,variables_decode_token_to_text,variables_accelerate_config_distributed_type,variables_sharding_config_sharding_strategy
0.007298913027402119,6662.637516749171,1577541632,0.001778345398729112,0,1347.6351626029302,112.5,4,1.6037650694975358,6402.043435424803,False,TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0014911106373318161,112.5,False,6597.1536838191605,0.0006999164998495082,1.0,1.1963872012904898e-05,pure_generative,12.157593134001218,26276.086898647627,False,False,128,0,128,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,0.0014911106373318161,6614.252262654494,0.9874148368835449,torch.float16,0.0014895775805498501,3.147130867990988e-06,0,0.0007050366005571101,2.7,0.9412450790405273,0.0018325426899497667,"April 11, 2025 at 04:28:24 PM",3577741312,1.5502142693496935e-09,Unknown (no config attribute),greedy,0.0003432443411250005,112.5,1577541632,0.0006981071377363637,text_generation,0220,False,0.9921913146972655,10.528399707835392,0.9872045516967775,0.0006774606796458552,16384,16949970993152,128,2697252864,2188.3624207290413,100.0,256,0.6235327224786751,0,True,0.0014911106373318161,A1_Max_Throughput_Exploit,4 x NVIDIA A100-PCIE-40GB,0220,saxony,606.4873112413463,4,AMD EPYC 7742 64-Core Processor,0.0018507326435414362,0.001837292295181804,0.9770139455795288,0.0,0.0002858009428437072,100.0,100.0,128,16949970993152,112.5,0.0,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",12157.593134001218,3577741312,128,Germany,2.9125490843718655e-06,1100048384,False,2.966875335554834e-06,0.0059629094925452986,0,0.0003567094571252482,0.0003382849217499597,1.0,2.9373167249872105e-06,904.6040093190243,4047.539154390602,16384,False,0,645072116.6561669,1936.7482239200035,pytorch,True,0.0,112.5,0.0013240396628439156,True,DistributedType.MULTI_GPU,NO_SHARD
0.0014009985216464375,2639.9137235605044,1087688704,NA,0,3201.650697937215,NA,2,0.3078365892289535,NA,False,TinyLlama/TinyLlama-1.1B-Chat-v1.0,NA,112.5,False,2403.6809543666704,NA,1.0,2.32899337437687e-06,pure_generative,5.1173602449998725,5043.594677927174,False,True,128,0,128,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,0.0005738432368518898,NA,NA,torch.float16,NA,1.1866301329359867e-06,0,NA,1.6,0.9211421012878418,0.0006676891539907418,"April 11, 2025 at 04:29:05 PM",2621440000,2.975577173533129e-10,Unknown (no config attribute),greedy,NA,112.5,1087688704,0.00027935420360843723,text_generation,0221,False,NA,25.012896077634494,0.9630231857299805,0.0002543561832127731,16384,16949970993152,128,2639552512,223.03708371016037,0.0,128,3.248476740548375,0,True,0.0005708993456078892,A2_Precision_Minimalist,4 x NVIDIA A100-PCIE-40GB,0221,saxony,NA,2,AMD EPYC 7742 64-Core Processor,0.0007333093676556956,NA,0.9420826435089111,0.0,NA,100.0,0.0,128,16949970993152,112.5,0.0,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",5117.3602449998725,2621440000,128,Germany,1.1423632414408832e-06,615606272,False,NA,0.001144742582459779,0,0.00015832376756236497,9.560317824991671e-05,1.0,NA,NA,5196.196127283723,16384,False,0,3360692536.878901,2709.6166054969417,pytorch,False,0.0,NA,0.0002539269458122817,True,DistributedType.MULTI_GPU,NO_SHARD
0.0007635218676270454,2748.6787234573635,1087688704,NA,0,1712.4926633914276,NA,1,0.16776603536727072,NA,False,TinyLlama/TinyLlama-1.1B-Chat-v1.0,NA,112.5,False,NA,NA,1.0,2.520237777000544e-06,pure_generative,9.567340258003242,2748.6787234573635,False,True,128,50,128,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,0.00038689614284997953,NA,NA,torch.float16,NA,NA,0,NA,0.3,0.909635066986084,NA,"April 11, 2025 at 04:29:46 PM",1986002944,1.6216421400177405e-10,Unknown (no config attribute),top_k,NA,112.5,1087688704,0.0002908636554725229,text_generation,0222,False,NA,13.378848932745528,NA,NA,16384,16949970993152,128,2605256704,59.55226010267821,0.0,64,5.960682076147392,0,True,NA,A3_Quantisation_Gaming,4 x NVIDIA A100-PCIE-40GB,0222,saxony,NA,1,AMD EPYC 7742 64-Core Processor,0.0007635218676270454,NA,0.909635066986084,0.0,NA,0.0,0.0,128,16949970993152,NA,0.0,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",4783.670129001621,1986002944,128,Germany,2.520237777000544e-06,615606272,False,NA,0.00038689614284997953,0,0.00037410548700006534,NA,1.0,NA,NA,NA,16384,False,0,6166588640.753133,59.55226010267821,pytorch,False,0.0,NA,0.00037410548700006534,True,DistributedType.MULTI_GPU,NO_SHARD
0.0032258752296148163,11613.150826613339,1576560640,NA,0,229.23259134263725,NA,1,0.7088104752571618,NA,False,TinyLlama/TinyLlama-1.1B-Chat-v1.0,NA,112.5,False,NA,NA,1.0,1.6468006483581384e-05,pure_generative,71.47325737600113,11613.150826613339,False,False,128,0,128,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,0.0013297574526939804,NA,NA,torch.float16,NA,NA,0,NA,0.8,0.947124481201172,NA,"April 11, 2025 at 04:31:30 PM",2707423232,6.851428141856524e-10,Unknown (no config attribute),greedy,NA,112.5,1576560640,0.0012288971687217643,text_generation,0223,False,NA,1.7908796198643535,NA,NA,16384,16949970993152,128,2712571904,69.07226461343014,0.0,16,1.4108143642166018,0,True,NA,default,4 x NVIDIA A100-PCIE-40GB,0223,saxony,NA,1,AMD EPYC 7742 64-Core Processor,0.0032258752296148163,NA,0.947124481201172,0.0,NA,0.0,0.0,128,16949970993152,NA,0.0,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",8934.157172000141,2707423232,128,Germany,1.6468006483581384e-05,1100048384,False,NA,0.0013297574526939804,0,0.0018796497704372539,NA,1.0,NA,NA,NA,16384,False,0,1459549716.1983385,69.07226461343014,pytorch,True,0.0,NA,0.0018796497704372539,True,DistributedType.MULTI_GPU,NO_SHARD
0.005501010117711057,5003.1116176360065,4419853312,0.0013887381095267007,0,2641.7566535648266,112.5,4,1.2087180434423708,4999.457194296123,False,TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0011512289765378547,112.5,False,4805.884409672525,0.0005085560182957634,1.0,6.710648267230605e-06,pure_generative,6.2019338450008945,19803.636423759803,False,False,128,0,128,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,0.0011512289765378547,4995.183202155149,0.8707194328308105,torch.float16,0.0011499214754918663,1.536037980769608e-06,0,0.000529426491871788,2.9,1.0826983451843262,0.0013349678915757013,"April 11, 2025 at 04:32:11 PM",6870269952,1.1683581306281126e-09,Unknown (no config attribute),greedy,0.0002347435877499038,112.5,4419853312,0.0005290397828241967,text_generation,0224,False,0.8782467842102051,20.638723855975208,0.8544831275939941,0.0005285875113502789,16384,16949970993152,128,3103969280,65.82146133142193,100.0,64,0.8273228032172402,0,False,0.0011321989613138905,A5_Parallel_Overdrive,4 x NVIDIA A100-PCIE-40GB,0224,saxony,64.72361360286786,4,AMD EPYC 7742 64-Core Processor,0.001389753227121113,0.0013875508894875413,0.921536922454834,0.0,0.000237196743468985,100.0,100.0,128,16949970993152,112.5,0.0,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",3100.9669225004473,6870269952,128,Germany,1.9763945208285857e-06,1100048384,False,1.6198905658494768e-06,0.004584578389881466,0,0.00023654785606242967,0.00020123289228104115,1.0,1.5783251997829352e-06,66.87737014124544,3296.80618736416,16384,False,0,855901948.0288953,873.5571581099239,pytorch,False,0.0,112.5,0.0009097210795623596,True,DistributedType.MULTI_GPU,NO_SHARD
0.005741610248388594,20669.79689419894,8818209280,NA,0,184.98652587610604,NA,1,1.261584283093197,NA,True,TinyLlama/TinyLlama-1.1B-Chat-v1.0,NA,112.5,False,NA,NA,1.0,1.4294077175762423e-05,pure_generative,88.56861288899017,20669.79689419894,False,False,128,0,128,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,0.003196562835025951,NA,NA,torch.float32,NA,NA,0,NA,1.2,0.6997261047363281,NA,"April 11, 2025 at 04:35:15 PM",12614369280,1.2194591307884711e-09,Unknown (no config attribute),top_p,NA,112.5,8818209280,0.002187266424123635,text_generation,0228,False,NA,1.4452072334070785,NA,NA,16384,16949970993152,128,2008952832,50.24471281460004,10.0,4,0.7926541360741787,0,False,NA,R2_Low_Latency_Chatbot_Deployment,4 x NVIDIA A100-PCIE-40GB,0228,saxony,NA,1,AMD EPYC 7742 64-Core Processor,0.005741610248388594,NA,0.6997261047363281,0.0,NA,10.0,9.0,128,16949970993152,NA,14.0,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",2767.769152780943,12614369280,128,Germany,1.4294077175762423e-05,1100048384,False,NA,0.003196562835025951,0.05,0.002530753336186876,NA,1.0,NA,NA,NA,16384,False,0.01,820035682.0104544,50.24471281460004,pytorch,False,0.9,NA,0.002530753336186876,True,DistributedType.MULTI_GPU,NO_SHARD
0.022336515522020844,18808.052128907573,1576947200,0.005714071526222683,0,354.7341418832682,112.5,4,4.907925773881534,20570.657494401657,True,TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.004275649531628178,112.5,False,20989.3505758388,0.00199025762736315,1.0,4.468713049289742e-05,pure_generative,46.186701717004325,80411.45587927505,True,False,128,50,128,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,0.0041172396826780755,20043.39568012702,0.9940524101257324,torch.float16,0.0043736587767021495,1.184832321716432e-05,5,0.0022210814171849417,3.5,0.9492945671081543,0.005830375159955221,"April 11, 2025 at 04:36:43 PM",2839543808,4.744046813517396e-09,Unknown (no config attribute),top_k,0.001280613378718954,112.5,1576947200,0.002176775547914531,text_generation,0229,False,0.9934415817260743,2.7713604834630328,0.9905862808227538,0.002120980995651219,16384,16949970993152,128,2719707136,72.11380878957571,100.0,32,0.20375206269860302,0,True,0.004472827744926078,R3_Balanced_Enterprise_Service,4 x NVIDIA A100-PCIE-40GB,0229,saxony,270.713046832187,4,AMD EPYC 7742 64-Core Processor,0.005224458924696548,0.005567609911146395,0.9818437099456787,4.0,0.0013290986435621334,82.0,99.0,128,16949970993152,112.5,1.0,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",11546.675429251081,2839543808,128,Germany,1.0177700518070003e-05,1100048384,False,1.1314105958400918e-05,0.01723937573593448,1.5,0.001097041541500403,0.00134569909181198,1.0,1.1347000799262178e-05,620.4154330755695,59.898897508917514,16384,False,0.5,210790500.0327276,255.7852965515624,pytorch,True,0.0,112.5,0.005052452655593471,True,DistributedType.MULTI_GPU,NO_SHARD
0.00290799324533893,10468.775683220148,4419853312,NA,0,288.24785076969016,NA,1,0.6389633595715423,NA,True,TinyLlama/TinyLlama-1.1B-Chat-v1.0,NA,112.5,False,NA,NA,1.0,1.4990509342216345e-05,pure_generative,56.83997280899348,10468.775683220148,True,False,128,0,128,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,0.0012835163045900044,NA,NA,torch.float16,NA,NA,5,NA,0.9,1.081179141998291,NA,"April 11, 2025 at 04:38:09 PM",6339690496,6.176279409238909e-10,Unknown (no config attribute),greedy,NA,112.5,4419853312,0.0011078000268118654,text_generation,0230,False,NA,2.2519363341382044,NA,NA,16384,16949970993152,128,3101462528,81.04893533920794,10.0,8,1.565034966434619,0,False,NA,R4_High_Load_Cloud_API_Deployment,4 x NVIDIA A100-PCIE-40GB,0230,saxony,NA,1,AMD EPYC 7742 64-Core Processor,0.00290799324533893,NA,1.081179141998291,2.0,NA,8.0,8.0,128,16949970993152,NA,3.0,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",3552.4983005620925,6339690496,128,Germany,1.4990509342216345e-05,1100048384,False,NA,0.0012835163045900044,0.2,0.0016094864314067083,NA,1.0,NA,NA,NA,16384,False,0.05,1619097734.6396122,81.04893533920794,pytorch,False,0.0,NA,0.0016094864314067083,True,DistributedType.MULTI_GPU,NO_SHARD
0.045143909239500846,162518.07326220305,1576167936,NA,0,14.340253786737286,NA,1,11.509778559646108,NA,True,TinyLlama/TinyLlama-1.1B-Chat-v1.0,NA,112.5,False,NA,NA,1.0,0.00023070038353874162,pure_generative,984.6408724690082,162518.07326220305,True,False,128,0,128,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,0.015628119446930044,NA,NA,torch.float16,NA,NA,8,NA,1.1,0.9420275688171387,NA,"April 11, 2025 at 04:55:10 PM",2665480192,9.58810332642235e-09,Unknown (no config attribute),top_p,NA,112.5,1576167936,0.01719757222478785,text_generation,0231,False,NA,0.12999663489393573,NA,NA,14120,16949970993152,128,2698420224,65.17718633992214,10.0,1,0.08688264459805099,0,True,NA,R5_Real_Time_Mobile_Inference,4 x NVIDIA A100-PCIE-40GB,0231,saxony,NA,1,AMD EPYC 7742 64-Core Processor,0.045143909239500846,NA,0.9420275688171387,5.0,NA,11.0,10.0,128,16949970993152,NA,4.0,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",7692.506816164127,2665480192,128,Germany,0.00023070038353874162,1100048384,False,NA,0.015628119446930044,0.6,0.02928508940903201,NA,1.0,NA,NA,NA,16384,False,0.2,104295914.00462455,65.17718633992214,pytorch,True,0.9,NA,0.02928508940903201,True,DistributedType.MULTI_GPU,NO_SHARD
0.008435635748488199,7678.122127676792,4419853312,0.0021014477531931105,0,1335.8223271134163,112.5,4,1.8535332455174267,7565.2119114951975,True,TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0017172869293840543,112.5,False,7591.40326600297,0.0007971962227181354,1.0,1.0559267748294447e-05,pure_generative,12.265104173999134,30368.28869455752,False,False,128,0,128,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,0.0017294880502560228,7533.551389382563,0.8715505599975586,torch.float16,0.0017294880502560228,2.4984010702226633e-06,0,0.0008005465215789154,3.9,1.0818843841552734,0.0021087231294452695,"April 11, 2025 at 04:55:58 PM",6870269952,1.7916425170772674e-09,Unknown (no config attribute),greedy,0.0003729443096561908,112.5,4419853312,0.0008033180761621754,text_generation,0232,False,0.8520698547363281,10.436111930573565,0.8818130493164062,0.0008124946179273538,16384,16949970993152,128,3102679040,457.3822823106764,100.0,32,0.5395101503673558,0,False,0.0017281477714060078,R6_Medium_Scale_Language_Model_Serving,4 x NVIDIA A100-PCIE-40GB,0232,saxony,595.3593030364384,4,AMD EPYC 7742 64-Core Processor,0.002132811702132442,0.0020926531637173785,0.9218294620513916,0.0,0.0003696059814999444,100.0,100.0,128,16949970993152,112.5,5.0,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",3066.2760434997836,6870269952,128,Germany,3.2852205637956664e-06,1100048384,False,2.35372143714362e-06,0.006904410801302108,0.1,0.00040003843131262333,0.00037807695696903925,1.0,2.4219246771324998e-06,457.6421746367473,632.0133911065885,16384,False,0.01,558147058.0589451,535.5992877726126,pytorch,False,0.0,112.5,0.0015206656794377977,True,DistributedType.MULTI_GPU,NO_SHARD
