variables_accelerate_config_num_processes,global_energy_metrics_per-process_emissions_2,global_energy_metrics_global_derived_quantities_tokens_per_joule,setup_date_time,global_energy_metrics_local_process_results_cpu_energy_process_1,global_energy_metrics_local_process_results_ram_power_process_2,compute_metrics_compute_utilisation_gpu_utilization_percent_3,inference_metrics_inference_performance_total_inference_time_sec,variables_sharding_config_fsdp_config_use_orig_params,variables_max_output_tokens,global_energy_metrics_local_process_results_gpu_energy_process_2,global_energy_metrics_experiment_id,variables_batching_options_batch_size___fixed_batching,global_energy_metrics_per-process_emissions_0,variables_sharding_config_sharding_strategy,global_energy_metrics_local_process_results_gpu_power_process_2,global_energy_metrics_local_process_results_gpu_power_process_0,variables_latency_simulation_simulate_burst,global_energy_metrics_per-process_emissions_3,variables_decoder_config_decoder_temperature,global_energy_metrics_local_process_results_gpu_energy_process_0,variables_decoder_config_decoder_top_p,setup_task_type,setup_os,variables_backend,compute_metrics_compute_utilisation_cpu_memory_usage_bytes,global_energy_metrics_global_derived_quantities_flops_per_joule,global_energy_metrics_local_process_results_total_energy_kwh_process_0,variables_fp_precision,global_energy_metrics_local_process_results_gpu_power_process_3,variables_decoder_config_decoder_top_k,global_energy_metrics_local_process_results_ram_energy_process_3,global_energy_metrics_local_process_results_total_energy_joules_process_2,setup_country,variables_batching_options_adaptive_batching,global_energy_metrics_local_process_results_gpu_energy_process_1,setup_python_version,setup_available_cpu_count,global_energy_metrics_local_process_results_total_energy_joules_process_1,variables_latency_simulation_simulate,global_energy_metrics_per-process_emissions_1,variables_quantisation_load_in_4bit,global_energy_metrics_global_experiment_results_ram_power_avg,model_architecture_architecture,variables_quantisation_load_in_8bit,variables_latency_simulation_burst_size,inference_metrics_raw_inference_metrics_number_input_prompts,inference_metrics_inference_performance_throughput_tokens_per_sec,variables_max_input_tokens,global_energy_metrics_local_process_results_ram_energy_process_2,setup_model,compute_metrics_compute_utilisation_gpu_utilization_percent_0,global_energy_metrics_local_process_results_ram_power_process_3,compute_metrics_compute_utilisation_gpu_utilization_percent_1,global_energy_metrics_global_experiment_results_ram_energy_total,variables_latency_simulation_delay_max,compute_metrics_memory_gpu_max_memory_reserved_bytes,inference_metrics_raw_inference_metrics_total_generated_tokens,variables_decode_token_to_text,variables_config_name,compute_metrics_memory_gpu_max_memory_allocated_bytes,setup_is_encoder_decoder,global_energy_metrics_local_process_results_cpu_power_process_0,global_energy_metrics_local_process_results_total_energy_kwh_process_3,compute_metrics_flops,inference_metrics_inference_performance_average_latency_ms_per_batch,global_energy_metrics_local_process_results_cpu_energy_process_3,setup_cpu_model,compute_metrics_memory_gpu_current_memory_allocated_bytes,global_energy_metrics_global_experiment_results_cpu_power_avg,global_energy_metrics_local_process_results_ram_energy_process_0,variables_inference_type,variables_quantisation_quantization,global_energy_metrics_global_experiment_results_total_energy_joules,global_energy_metrics_local_process_results_ram_power_process_0,global_energy_metrics_local_process_results_total_energy_kwh_process_2,compute_metrics_compute_utilisation_cpu_usage_percent,setup_experiment_id,global_energy_metrics_local_process_results_gpu_power_process_1,global_energy_metrics_global_experiment_results_total_energy_kwh,global_energy_metrics_global_experiment_results_cpu_energy_total,global_energy_metrics_local_process_results_cpu_energy_process_2,global_energy_metrics_global_experiment_results_gpu_energy_total,variables_sharding_config_fsdp_config_cpu_offload,variables_number_input_prompts,model_architecture_total_params,global_energy_metrics_local_process_results_cpu_power_process_1,compute_metrics_compute_utilisation_gpu_utilization_percent_2,variables_batching_options_max_batch_size___adaptive_batching,global_energy_metrics_local_process_results_ram_power_process_1,global_energy_metrics_local_process_results_total_energy_joules_process_0,global_energy_metrics_global_derived_quantities_joules_per_token,variables_accelerate_config_distributed_type,variables_quantisation_cached_flops_for_quantised_models,global_energy_metrics_local_process_results_cpu_power_process_2,variables_latency_simulation_burst_interval,setup_gpu_model,global_energy_metrics_global_derived_quantities_joules_per_flop,compute_metrics_memory_gpu_current_memory_reserved_bytes,variables_batching_options_adaptive_max_tokens,global_energy_metrics_local_process_results_cpu_power_process_3,inference_metrics_raw_inference_metrics_total_input_tokens,variables_decoder_config_decoding_mode,global_energy_metrics_local_process_results_total_energy_kwh_process_1,variables_latency_simulation_delay_min,global_energy_metrics_global_experiment_results_gpu_power_avg,inference_metrics_inference_performance_throughput_queries_per_sec,global_energy_metrics_local_process_results_total_energy_joules_process_3,global_energy_metrics_local_process_results_ram_energy_process_1,global_energy_metrics_local_process_results_cpu_energy_process_0,variables_query_rate,setup_region,global_energy_metrics_local_process_results_gpu_energy_process_3,setup_available_gpu_count
4,0.003270429684747522,0.14135622349643356,"April 12, 2025 at 10:23:34 PM",0.0031588872162519686,0.7207374572753906,100.0,84.41053453102359,False,128,0.005905306946464517,0366,16,0.003551396591736473,NO_SHARD,240.9088304912285,211.46023102650182,False,0.0026611469719299806,1.0,0.00438113656046224,0.0,text_generation,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,pytorch,1976598528,146239250.97449097,0.00698555446103158,torch.float16,239.61305687142178,20,9.777017161002403e-06,33560.90754758184,Germany,False,0.005413890164442048,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",128,30905.753681824597,False,0.00278210949710462,True,0.7139525413513184,Unknown (no config attribute),False,0,128,194.0989959491176,128,1.3283133493254321e-05,meta-llama/Llama-3.2-1B,0.0,0.7200908660888672,100.0,4.4536210190669254e-05,0,2128609280,16384,True,decoding_top_k_decoder_top_k_20_decoder_temperature_1.0,1609970688,False,112.5,0.007303083074168841,16949970993152,10551.316816377948,0.002711070446778649,AMD EPYC 7742 64-Core Processor,1609970688,112.5,9.321861945818998e-06,pure_generative,True,115905.75635612797,0.6901302337646484,0.009322474318772733,72.1,0366,214.50220286839829,0.032196043432257765,0.011868937940469095,0.0034038842388149524,0.020282569281597995,False,128,749275136,112.5,100.0,0,0.7248516082763672,25147.99605971369,7.074325949470701,DistributedType.MULTI_GPU,16949970993152,112.5,0.0,4 x NVIDIA A100-PCIE-40GB,6.838109422308471e-09,2128609280,0,112.5,16384,top_k,0.00858493157828461,0,226.6210803143876,1.5163984058524813,26291.099067007828,1.2154197590593534e-05,0.002595096038623524,1.0,saxony,0.004582235610229191,4
4,0.0028611792911411565,0.15309701314002452,"April 12, 2025 at 10:26:26 PM",0.002773105911092443,0.7090773582458497,100.0,97.77569878699433,False,128,0.004771079094638475,0367,16,0.003180747415443911,NO_SHARD,216.15348071003856,240.76669446666347,False,0.0023721172667585206,1.2,0.0053315631541364095,0.8,text_generation,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,pytorch,1933549568,158385615.9583512,0.008349514150003703,torch.float16,848.3309226787566,0,8.514336637569076e-06,27038.313290741993,Germany,False,0.004856332218396542,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",128,27503.89817443325,False,0.0029104472248750964,True,0.6984143257141113,Unknown (no config attribute),False,0,128,167.56719924541542,128,1.0228925341838116e-05,meta-llama/Llama-3.2-1B,0.0,0.7059602737426758,100.0,4.0148444666931805e-05,0,2128609280,16384,True,decoding_top_p_decoder_top_p_0.8_decoder_temperature_1.2,1609970688,False,112.5,0.00622684674303326,16949970993152,12221.96234837429,0.002281050089905421,AMD EPYC 7742 64-Core Processor,1609970688,112.5,1.0871597056160025e-05,pure_generative,True,107017.11068010831,0.6750011444091797,0.007510642580761665,72.1,0367,228.76611361293922,0.029726975188918977,0.010790569960590347,0.002729334560781354,0.01889625678366169,False,128,749275136,112.5,100.0,0,0.7036185264587402,30058.25094001333,6.531806071783954,DistributedType.MULTI_GPU,16949970993152,112.5,0.0,4 x NVIDIA A100-PCIE-40GB,6.3137046501934755e-09,2128609280,0,112.5,16384,top_p,0.007639971715120347,0,383.50430286709945,1.309118744104808,22416.64827491974,1.0533585631364582e-05,0.0030070793988111293,1.0,saxony,0.003937282316490265,4
4,0.0025113183601601424,0.1593512193981872,"April 12, 2025 at 10:29:20 PM",0.00237444314778395,0.7060132026672363,100.0,76.88313616499363,False,128,0.004044479902247877,0368,16,0.003438626034649895,NO_SHARD,216.91273778758912,0.0,False,0.0024200927930606527,1.0,0.0041874030721420485,0.0,text_generation,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,pytorch,1958469632,164855868.31803426,0.00659225189699473,torch.float16,339.39386826405996,0,1.2334631336211285e-05,22870.019832047117,Germany,False,0.004204586141443922,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",128,23719.564321301543,True,0.0025099911189443956,True,0.7013247013092041,Unknown (no config attribute),False,0,128,213.10264925769184,128,9.128078807900193e-06,meta-llama/Llama-3.2-1B,0.0,0.7102975845336914,100.0,4.036389511064514e-05,0.2,2128609280,16384,True,latency_True_latency_0.05_latency_0.2_latency_False,1609970688,False,112.5,0.00902644975626695,16949970993152,9610.392020624204,0.003178313789626372,AMD EPYC 7742 64-Core Processor,1609970688,112.5,9.162607166198425e-06,pure_generative,True,102816.9101050907,0.6837043762207031,0.0063527832866797545,70.6,0368,255.60982211283417,0.02856025280696964,0.010247618460720788,0.002299175305623976,0.018272270451138217,False,128,749275136,112.5,100.0,0,0.7052836418151855,23732.106829181026,6.275446173406416,DistributedType.MULTI_GPU,16949970993152,112.5,0.0,4 x NVIDIA A100-PCIE-40GB,6.065904782175145e-09,2128609280,0,112.5,16384,NA,0.006588767867028207,0.05,202.9791070411208,1.6648644473257175,32495.219122561022,9.738577800335232e-06,0.0023956862176864892,1.0,saxony,0.005835801335304369,4
2,NA,0.3367768063691049,"April 12, 2025 at 10:32:12 PM",0.002631077556438867,NA,0.0,93.81337383098435,False,128,NA,0369,16,0.0024559936759961675,NO_SHARD,NA,167.60269292851245,False,NA,1.0,0.004178067786896111,0.0,text_generation,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,pytorch,1927168000,348410467.4757505,0.007066707136766373,torch.float16,NA,0,NA,NA,Germany,False,0.0038059794336702257,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",128,23209.285296196886,False,0.00269206208375115,True,0.6888763904571533,Unknown (no config attribute),False,0,128,174.64460908865374,128,NA,meta-llama/Llama-3.2-1B,0.0,NA,100.0,2.0518737803222315e-05,0,2128609280,16384,True,num_processes_2,1609970688,False,112.5,NA,16949970993152,11726.671728873043,NA,AMD EPYC 7742 64-Core Processor,1609970688,112.5,1.0552034524295476e-05,pure_generative,True,48649.43098855583,0.6728668212890625,NA,65.7,0369,157.01430916922547,0.013513730830154396,0.0055091648717848305,NA,0.007984047220566337,False,128,749275136,112.5,0.0,0,0.7048859596252441,25440.145692358943,2.969325621860097,DistributedType.MULTI_GPU,16949970993152,NA,0.0,4 x NVIDIA A100-PCIE-40GB,2.870177831467134e-09,2128609280,0,NA,16384,NA,0.006447023693388024,0,162.30850104886895,1.3644110085051073,NA,9.966703278926837e-06,0.0028780873153459634,1.0,saxony,NA,4
4,0.0025806911943681236,0.16195069999824843,"April 12, 2025 at 10:35:01 PM",0.002792999181689084,0.7102274894714355,100.0,74.79167292402417,False,128,0.004338721804309165,0370,16,0.0026619081198732742,NO_SHARD,228.52068503691962,206.78102984511708,False,0.003020457883298819,0.4,0.0041019449482200265,0.0,text_generation,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,pytorch,1936392192,167545145.70867753,0.006411169730574796,torch.float16,184.20290923757202,0,9.970966974170687e-06,24387.684209805077,Germany,False,0.005124423543979351,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",128,28543.50539408255,False,0.002442335108862469,True,0.6983327865600586,Unknown (no config attribute),False,0,128,219.0618201125599,128,9.620427072437513e-06,meta-llama/Llama-3.2-1B,0.0,0.7036442756652832,100.0,3.99970539000254e-05,0,2128609280,16384,True,decoding_greedy_decoder_temperature_0.4,1609970688,False,112.5,0.006987552486870387,16949970993152,9348.959115503021,0.0024931834879362213,AMD EPYC 7742 64-Core Processor,1609970688,112.5,9.076887165586985e-06,pure_generative,True,101166.58958669027,0.6759939193725586,0.006774356724945855,66.2,0370,248.66898730143282,0.0281018304407473,0.010012345058378742,0.002426014493564253,0.018049488328468533,False,128,749275136,112.5,100.0,0,0.703465461730957,23080.211030069266,6.174718602703264,DistributedType.MULTI_GPU,16949970993152,112.5,0.0,4 x NVIDIA A100-PCIE-40GB,5.96854057317047e-09,2128609280,0,112.5,16384,greedy,0.007928751498356264,0,217.04340285526038,1.7114204696293742,25155.188952733395,1.1328772687830216e-05,0.0023001478951891843,1.0,saxony,0.004484398031959991,4
4,0.004881278402630086,0.0818871798831416,"April 12, 2025 at 10:39:06 PM",0.0051331640136886595,0.7069272994995117,100.0,155.38043772501987,False,128,0.007735243965968586,0371,8,0.004708475343850742,NO_SHARD,456.2786124439094,209.91409164547687,False,0.005301188621212169,1.0,0.008024101697053698,0.0,text_generation,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,pytorch,1932836864,90316587.95746161,0.012813435890878293,torch.float16,221.6035438506992,0,1.8439046183989146e-05,44495.37009545261,Germany,False,0.008761984787360566,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",128,50096.54557386483,False,0.004968493804647585,True,0.6998058557510376,Unknown (no config attribute),False,0,128,98.90562946667123,128,1.7974464672099356e-05,meta-llama/Llama-3.2-1B,0.0,0.7065110206604004,100.0,7.430650511062632e-05,0,2162163712,15368,True,batching_8,1609963008,False,112.5,0.01304237775206086,16949970993152,9711.277357813742,0.004851993001658229,AMD EPYC 7742 64-Core Processor,1609963008,112.5,1.7334691452412996e-05,pure_generative,True,187672.84478389838,0.6747522354125977,0.012359825026514613,61.5,0371,283.5500797379344,0.05213134577330511,0.019363763113593002,0.004606606595873928,0.03269327615460149,False,128,749275136,112.5,100.0,0,0.7110328674316406,46128.36920716186,12.21192378864513,DistributedType.MULTI_GPU,16949970993152,112.5,0.0,4 x NVIDIA A100-PCIE-40GB,1.1072163183035567e-08,2162163712,0,112.5,16384,NA,0.013915707103851342,0,292.83658191950497,0.8237845244491097,46952.5599074191,2.0558302802124817e-05,0.004771999502372184,1.0,saxony,0.008171945704218642,4
3,0.0018943720431654854,0.2696246263524001,"April 12, 2025 at 10:41:30 PM",0.001920820514311345,0.7104120254516602,0.0,71.19548901300004,False,128,0.003256504549646877,0372,16,0.0024123362412326464,NO_SHARD,194.27193762427052,173.92476428313964,False,NA,1.0,0.00413024691530639,0.0,text_generation,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,pytorch,1927921664,278938573.9570696,0.006332422210874515,torch.float16,NA,0,NA,17901.92769496193,Germany,False,0.0036450626382695805,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",128,20067.315090650627,False,0.0021235121343842656,True,0.6974892616271973,Unknown (no config attribute),False,0,128,230.12693960158543,128,7.069619804793643e-06,meta-llama/Llama-3.2-1B,0.0,NA,100.0,2.4043132890332273e-05,0,2128609280,16384,True,num_processes_3,1609970688,False,112.5,NA,16949970993152,8899.436126625005,NA,AMD EPYC 7742 64-Core Processor,1609970688,112.5,8.602473819067454e-06,pure_generative,True,60765.962744760815,0.6731300354003906,0.00497275769304498,57.7,0372,229.06720485142023,0.016879434095766893,0.005823576859653715,0.001709183523593311,0.011031814103222848,False,128,749275136,112.5,100.0,0,0.7089257240295411,22796.719959148253,3.7088600308081556,DistributedType.MULTI_GPU,16949970993152,112.5,0.0,4 x NVIDIA A100-PCIE-40GB,3.5850186864220016e-09,2128609280,0,NA,16384,NA,0.005574254191847396,0,199.08796891961015,1.7978667156373862,NA,8.371039266471178e-06,0.0021935728217490585,1.0,saxony,NA,4
4,0.0029921393287445784,0.17389445104778356,"April 12, 2025 at 10:44:09 PM",0.0026131710782815384,0.7048230171203613,100.0,54.54915047400573,False,128,0.004963871193315983,0373,16,0.00196274927591297,NO_SHARD,221.68403577596666,219.69164937314716,False,0.0021748564516270164,0.6,0.0034631511038523133,0.0,text_generation,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,pytorch,1952161792,179901483.22326794,0.0051522490508281145,torch.float16,218.97595820244248,0,7.82278656589239e-06,26841.560636949253,Germany,False,0.005230780851288586,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",128,28275.893380969897,False,0.0028403590346238383,True,0.6990780830383301,Unknown (no config attribute),False,0,128,300.35298180871683,128,1.0023896096041505e-05,meta-llama/Llama-3.2-1B,0.0,0.7042121887207031,100.0,3.485087952209484e-05,0,2128609280,16384,True,decoding_greedy_decoder_temperature_0.6,1609970688,False,112.5,0.005709033866982586,16949970993152,6818.643809250716,0.0018776430215643818,AMD EPYC 7742 64-Core Processor,1609970688,112.5,6.541298383091977e-06,pure_generative,True,94218.07252203766,0.6815958023071289,0.007455989065819237,58.8,0373,242.27589447426985,0.02617168681167713,0.008655464724845843,0.0024820939764072136,0.017481371207309193,False,128,749275136,112.5,100.0,0,0.705681324005127,18548.096582981212,5.7506147779564,DistributedType.MULTI_GPU,16949970993152,112.5,0.0,4 x NVIDIA A100-PCIE-40GB,5.55859786191392e-09,2128609280,0,112.5,16384,greedy,0.007854414828047194,0,225.65688445645654,2.3465076703806003,20552.52192113731,1.0462898477068963e-05,0.0016825566485927086,1.0,saxony,0.0038235680588523113,4
1,NA,1.16447000067083,"April 12, 2025 at 10:45:50 PM",NA,NA,0.0,51.46769522198883,False,128,NA,0374,16,0.0014888711403290753,NO_SHARD,NA,170.80214223087614,False,NA,1.0,0.002325691582773848,0.0,text_generation,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,pytorch,1949032448,1204695601.4261632,0.003908311170308637,torch.float16,NA,0,NA,NA,Germany,False,NA,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",128,NA,False,NA,True,0.6804084777832031,Unknown (no config attribute),False,0,128,318.33560701199167,128,NA,meta-llama/Llama-3.2-1B,0.0,NA,0.0,7.111859972663061e-06,0,1906311168,16384,True,num_processes_1,1609970688,False,112.5,NA,16949970993152,6433.461902748604,NA,AMD EPYC 7742 64-Core Processor,1609970688,112.5,7.111859972663061e-06,pure_generative,True,14069.920213111094,0.6804084777832031,NA,53.4,0374,NA,0.003908311170308637,0.001575507727562126,NA,0.002325691582773848,False,128,749275136,NA,0.0,0,NA,14069.920213111094,0.8587597786322689,DistributedType.MULTI_GPU,16949970993152,NA,0.0,4 x NVIDIA A100-PCIE-40GB,8.300852089242818e-10,1906311168,0,NA,16384,NA,NA,0,170.80214223087614,2.486996929781185,NA,NA,0.001575507727562126,1.0,saxony,NA,4
4,0.014077208854836844,0.02901990362560675,"April 12, 2025 at 10:53:52 PM",0.012835925866404512,0.7064065933227539,100.0,346.01829330195324,False,128,0.0193837266180783,0375,2,0.011427971798988868,NO_SHARD,230.2732420862348,165.7792290407671,False,0.01149498067837323,1.0,0.019516357557517683,0.0,text_generation,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,pytorch,1930141696,36939510.7147868,0.03017451287143517,torch.float16,231.85320951069932,0,4.6766954416608224e-05,107995.00846924774,Germany,False,0.024063443972961673,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",128,133030.45511855267,False,0.011555882836702423,True,0.6973153352737427,Unknown (no config attribute),False,0,128,38.48351447817754,128,4.507348210062548e-05,meta-llama/Llama-3.2-1B,0.0,0.7046141624450684,100.0,0.0001891899140732206,0,2153775104,13316,True,batching_2,1609951744,False,112.5,0.030334382036231584,16949970993152,5406.535832843019,0.010667391607871647,AMD EPYC 7742 64-Core Processor,1609951744,112.5,4.3815117324245974e-05,pure_generative,True,458857.48525540077,0.6738109588623047,0.029998613463679928,47.0,0375,338.0126586193921,0.12746041257094465,0.04468747103437043,0.010569813363501001,0.08258375162250098,False,128,749275136,112.5,100.0,0,0.7044296264648438,108628.24633716661,34.45910823486037,DistributedType.MULTI_GPU,16949970993152,112.5,0.0,4 x NVIDIA A100-PCIE-40GB,2.7071284395754124e-08,2153775104,0,112.5,16384,NA,0.036952904199597965,0,241.4795848142733,0.369922638420451,109203.7753304337,5.3534360231740934e-05,0.010614340196593273,1.0,saxony,0.01962022347394332,4
